Artist,Birth Place,Birth Date,Artwork,Genre,Query Date
http://dbpedia.org/resource/Cab_Calloway,"http://dbpedia.org/resource/Rochester,_New_York",1907-12-25,N/A,http://dbpedia.org/resource/Blues,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02 15:30:37,2023-12-02 15:33:21,2023-12-02 15:35:27,2023-12-02 15:43:27
http://dbpedia.org/resource/Cab_Calloway,"http://dbpedia.org/resource/Rochester,_New_York",1907-12-25,N/A,http://dbpedia.org/resource/Swing_music,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02 15:30:37,2023-12-02 15:33:21,2023-12-02 15:35:27,2023-12-02 15:43:27
http://dbpedia.org/resource/Cab_Calloway,"http://dbpedia.org/resource/Rochester,_New_York",1907-12-25,N/A,http://dbpedia.org/resource/Jazz,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02 15:30:37,2023-12-02 15:33:21,2023-12-02 15:35:27,2023-12-02 15:43:27
http://dbpedia.org/resource/Cabum,http://dbpedia.org/resource/Ghana,1985-06-15,N/A,http://dbpedia.org/resource/Hip_hop_music,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02 15:30:37,2023-12-02 15:33:21,2023-12-02 15:35:27,2023-12-02 15:43:27
http://dbpedia.org/resource/Cabum,http://dbpedia.org/resource/Ghana,1985-06-15,N/A,http://dbpedia.org/resource/Rap,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02 15:30:37,2023-12-02 15:33:21,2023-12-02 15:35:27,2023-12-02 15:43:27
http://dbpedia.org/resource/Cachao,http://dbpedia.org/resource/Old_Havana,1918-09-14,N/A,http://dbpedia.org/resource/Descarga,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02 15:30:37,2023-12-02 15:33:21,2023-12-02 15:35:27,2023-12-02 15:43:27
http://dbpedia.org/resource/Cachao,http://dbpedia.org/resource/Old_Havana,1918-09-14,N/A,http://dbpedia.org/resource/Danzón,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02 15:30:37,2023-12-02 15:33:21,2023-12-02 15:35:27,2023-12-02 15:43:27
http://dbpedia.org/resource/Cachao,http://dbpedia.org/resource/Old_Havana,1918-09-14,N/A,http://dbpedia.org/resource/Mambo_(music),2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02 15:30:37,2023-12-02 15:33:21,2023-12-02 15:35:27,2023-12-02 15:43:27
http://dbpedia.org/resource/Cachao,http://dbpedia.org/resource/La_Habana,1918-09-14,N/A,http://dbpedia.org/resource/Descarga,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02 15:30:37,2023-12-02 15:33:21,2023-12-02 15:35:27,2023-12-02 15:43:27
http://dbpedia.org/resource/Cachao,http://dbpedia.org/resource/La_Habana,1918-09-14,N/A,http://dbpedia.org/resource/Danzón,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02,2023-12-02 15:30:37,2023-12-02 15:33:21,2023-12-02 15:35:27,2023-12-02 15:43:27
